CustomerID,I,Iu,Imax,Iavg,Ep,Eb,Stot,Smax,Savg,NSess
13047.0,1296,89,301,144.0,6.251688347162704,2.883182250665274,2614.81,449.70000000000005,290.53444444444443,146
14688.0,2312,133,251,121.6842105263158,6.718327265627393,4.047885509533491,3394.39,402.5,178.6521052631579,264
17809.0,305,27,204,76.25,4.754887502163471,1.576065823799483,729.45,560.4,182.36249999999998,27
16098.0,435,24,112,62.142857142857146,4.30524537369136,2.728076663979239,1107.51,293.14,158.21571428571428,54
18074.0,52,8,52,52.0,3.0,0.0,185.3,185.3,185.3,8
17420.0,256,23,112,85.33333333333333,4.4838561897747224,1.4986885704510973,485.08,215.76,161.69333333333336,25
16250.0,206,21,106,103.0,4.349648912578752,0.9876925088958034,373.54,210.24,186.77,23
12431.0,1725,141,268,123.21428571428571,6.981886388444885,3.5683979182782086,3811.15,506.4,272.225,191
13705.0,330,24,134,110.0,4.5465935642949376,1.5430224942057837,492.78000000000003,204.54,164.26,26
17924.0,222,13,156,55.5,3.7004397181410926,1.4885252948977485,703.38,500.28000000000003,175.845,13
13448.0,1452,121,452,242.0,6.777215818852945,2.04681521123577,2956.75,900.48,492.7916666666667,171
15862.0,382,129,117,95.5,6.985828835964023,1.7629066545151115,657.29,280.88,164.3225,134
16218.0,814,49,402,162.8,5.563177895342839,1.9630394323636784,1173.22,440.7,234.644,55
14307.0,1804,136,452,300.6666666666667,6.9833553951502,2.3680153692585284,2682.61,691.01,447.1016666666667,166
17908.0,140,49,140,140.0,5.570538035407182,0.0,218.2,218.2,218.2,52
12838.0,345,109,222,172.5,6.738548895724723,1.0,575.3000000000001,339.79,287.65000000000003,114
13255.0,94,8,64,47.0,3.0,0.9544340029249649,198.46,142.36,99.23,8
16583.0,111,14,111,111.0,3.8073549220576055,0.0,233.45,233.45,233.45,14
18085.0,265,25,187,132.5,4.582118926162054,0.8935711016541907,689.95,386.05,344.975,29
13758.0,878,83,278,125.42857142857143,6.331970464374525,2.487377618042429,1955.39,538.51,279.34142857142854,91
15983.0,662,78,241,165.5,6.171747614477853,1.9865935215372943,1119.91,337.65,279.9775,103
17968.0,150,73,150,150.0,6.146928094887358,0.0,257.15,257.15,257.15,80
16210.0,772,52,164,55.142857142857146,5.581954882778696,3.5001560030802024,1664.8,229.86,118.91428571428571,64
17897.0,211,91,75,70.33333333333333,6.460115332178977,1.5831950326665196,380.56,154.84,126.85333333333334,99
16552.0,105,11,68,52.5,3.459431618637298,0.9456603046006402,189.19000000000003,119.4,94.595,11
17951.0,162,10,132,54.0,3.321928094887362,1.1567796494470395,208.38000000000002,130.08,69.46000000000001,10
14729.0,195,67,195,195.0,6.05055344228541,0.0,290.79,290.79,290.79,69
15012.0,219,106,138,109.5,6.679059551143389,0.9825606664869174,343.19,185.83,171.59500000000003,116
12868.0,921,68,274,153.5,5.890004410510336,2.5093358078194927,1534.71,412.02000000000004,255.785,103
17572.0,93,6,30,23.25,2.481714572986073,1.9362600275315274,206.85000000000002,70.80000000000001,51.712500000000006,11
14078.0,297,44,73,49.5,5.246546262307403,2.5513686497893993,936.7199999999999,243.92999999999998,156.12,62
12662.0,1936,120,284,176.0,6.633475605392302,3.357707355327376,3256.73,425.88,296.06636363636363,206
15525.0,370,122,158,123.33333333333333,6.86088610949054,1.5371542762505523,562.52,193.76,187.50666666666666,143
14237.0,31,5,31,31.0,2.321928094887362,0.0,77.45,77.45,77.45,5
17905.0,177,26,70,59.0,4.700439718141092,1.198183947911799,338.59000000000003,149.35,112.86333333333333,26
15485.0,908,46,489,302.6666666666667,5.401650359904833,1.4730263544898303,1388.46,764.33,462.82,63
16955.0,189,11,94,47.25,3.3921472236645345,1.5032583347756456,348.87,165.88,87.2175,18
15350.0,51,5,51,51.0,2.321928094887362,0.0,115.65,115.65,115.65,5
